"","order","judge_num","dataset","case_outcome","judge_vote","lower_dir","name","judge_full","circuit","confirm_yr","appt_pres","gender_judge","party_judge","jcs","year_birth","race_judge","jud_experience","minority_judge","dec_year","num_fem","mow_sex","abs_jcs"
"745",4620,2,"title7","Liberal","Liberal","Conservative","Carter v. Chrysler","Murphy, Diana E.","8",1994,"Clinton","Female","Democrat",-0.625999987125397,1934,"White","Experienced","White",1999,1,1,0.81674998998642
"746",4710,3,"title7","Liberal","Liberal","Conservative","Harrison v. Rubin","Tatel, David S.","DC",1994,"Clinton","Male","Democrat",-0.40149998664856,1942,"White","No experience","White",1999,0,0,0.929499983787537
"747",4621,1,"title7","Conservative","Conservative","Conservative","Simmons v. Oce-USA","Wollman, Roger Leland","8",1985,"Reagan","Male","Republican",0.237000003457069,1934,"White","Experienced","White",1999,0,0,0.0462500005960464
"748",4560,3,"title7","Conservative","Conservative","Conservative","Jackson v. E.J. Brach Corp","Kanne, Michael Stephen","7",1987,"Reagan","Male","Republican",0.375,1938,"White","Experienced","White",1999,0,0,0.243499994277954
"749",4512,3,"title7","Liberal","Liberal","Liberal","Alexander v. Local 496","Cole, R[ansey] Guy Jr.","6",1995,"Clinton","Male","Democrat",-0.28099998831749,1951,"Black","No experience","Minority",1999,1,0,0.0534999966621399
"750",4456,2,"title7","Conservative","Conservative","Conservative","Boone v. Goldin","Motz, Diana Jane Gribbon","4",1994,"Clinton","Female","Democrat",-0.40149998664856,1943,"White","No experience","White",1999,1,1,0.650499999523163
"751",4559,2,"title7","Conservative","Conservative","Conservative","Sanders v. Village of Dixmoor","Manion, Daniel Anthony","7",1986,"Reagan","Male","Republican",0.375,1942,"White","No experience","White",1999,0,0,0.243499994277954
"752",4709,3,"title7","Liberal","Liberal","Conservative","Anderson v. Zubieta","Garland, Merrick B.","DC",1997,"Clinton","Male","Democrat",-0.441000014543533,1952,"White","No experience","White",1999,1,0,0.968999981880188
"753",4423,2,"title7","Liberal","Liberal","Conservative","Richardson v. New York Dept of Corrections","Meskill, Thomas Joseph","2",1975,"Ford","Male","Republican",-0.061999998986721,1928,"White","No experience","White",1999,0,0,0.278999984264374
"754",4619,3,"title7","Conservative","Conservative","Conservative","Stanback v. Best Diversified Products","Perry, Catherine D.","8",1994,"Clinton","Female","Democrat",-0.432000011205673,1952,"White","No experience","White",1999,1,1,0.622750043869019
"755",4617,3,"title7","Conservative","Conservative","Conservative","Collins v. Henderson","Murphy, Diana E.","8",1994,"Clinton","Female","Democrat",-0.625999987125397,1934,"White","Experienced","White",1999,1,1,0.81674998998642
"756",4708,2,"title7","Conservative","Conservative","Liberal","Barbour v. Browner","Ginsburg, Douglas Howard","DC",1986,"Reagan","Male","Republican",0.566999971866608,1946,"White","No experience","White",1999,0,0,0.0389999747276306
"757",4482,3,"title7","Conservative","Conservative","Conservative","Scales v. Slater","Stewart, Carl E.","5",1994,"Clinton","Male","Democrat",-0.096000000834465,1950,"Black","No experience","Minority",1999,0,0,0.427500009536743
"758",4618,3,"title7","Conservative","Conservative","Conservative","Allen v. Entergy Corp","Hansen, David Rasmussen","8",1991,"Bush I","Male","Republican",0.293999999761581,1938,"White","Experienced","White",1999,0,0,0.103249996900558
"759",4401,1,"title7","Liberal","Liberal","Conservative","Thomas v. Eastman Kodak","Lynch, Sandra Lea","1",1995,"Clinton","Female","Democrat",-0.423000007867813,1946,"White","No experience","White",1999,1,1,0.651750028133392
"760",4511,3,"title7","Liberal","Liberal","Conservative","Hafford v. Seidner","Cohn, Avern Levin","6",1979,"Carter","Male","Democrat",-0.405000001192093,1924,"White","No experience","White",1999,2,0,0.177500009536743
"761",4664,2,"title7","Conservative","Conservative","Conservative","Shorter v. ICG Holdings","Magill, Frank J.","10",1986,"Reagan","Male","Republican",0.0949999988079071,1927,"White","No experience","White",1999,0,0,0.15225000679493
"762",4510,1,"title7","Liberal","Liberal","Conservative","Hollins v. Atlantic co","Ryan, James Leo","6",1985,"Reagan","Male","Republican",0.566999971866608,1932,"White","Experienced","White",1999,0,0,0.79449999332428
"763",4508,2,"title7","Liberal","Liberal","Conservative","EEOC v. Northwest Airlines","Moore, Karen Nelson","6",1995,"Clinton","Female","Democrat",-0.28099998831749,1948,"White","No experience","White",1999,1,1,0.0534999966621399
"764",4481,1,"title7","Liberal","Liberal","Conservative","Shackelford v. Deloitte & Touche","Garza, Reynaldo G.","5",1979,"Carter","Male","Democrat",-0.103000000119209,1915,"Hispanic","Experienced","Minority",1999,0,0,0.434499979019165
"765",4558,2,"title7","Conservative","Conservative","Conservative","Richmond v. St. Joseph Care Ctr","Rovner, Ilana Kara Diamond","7",1992,"Bush I","Female","Republican",0.524999976158142,1938,"White","Experienced","White",1999,2,1,0.393499970436096
"766",4509,1,"title7","Conservative","Conservative","Conservative","Primes v. Reno","Merritt, Gilbert Stroud Jr.","6",1977,"Carter","Male","Democrat",-0.300000011920929,1936,"White","No experience","White",1999,0,0,0.0725000202655792
"767",4422,1,"title7","Liberal","Liberal","Conservative","Caridad v. Metro North Commuter RR","Newman, Jon Ormond","2",1979,"Carter","Male","Democrat",-0.34400001168251,1932,"White","Experienced","White",1999,0,0,0.00300002098083496
"768",4616,1,"title7","Liberal","Liberal","Conservative","Austin v. 3M","McMillian, Theodore","8",1978,"Carter","Male","Democrat",-0.368999987840652,1919,"Black","No experience","Minority",1999,0,0,0.559749960899353
"769",4557,2,"title7","Liberal","Liberal","Conservative","Scott v. City of Chicago","Flaum, Joel Martin","7",1983,"Reagan","Male","Republican",0.00600000005215406,1936,"White","Experienced","White",1999,0,0,0.12550000846386
"770",4421,3,"title7","Conservative","Conservative","Conservative","Bickerstaff v. Vassar College","McAvoy, Thomas James","2",1986,"Reagan","Male","Republican",0.133000001311302,1938,"White","No experience","White",1999,1,0,0.473999977111816
"771",4685,2,"title7","Liberal","Liberal","Liberal","Crum v. Alabama","Tjoflat, Gerald Bard","11",1975,"Ford","Male","Republican",0.409000009298325,1929,"White","Experienced","White",1999,0,0,0.0800000131130219
"772",4444,2,"title7","Conservative","Conservative","Conservative","Jones v. Sch. Dist.","Greenberg, Morton Ira","3",1987,"Reagan","Male","Republican",0.566999971866608,1933,"White","No experience","White",1999,0,0,0.541499972343445
"773",4707,3,"title7","Liberal","Liberal","Conservative","Cones v. Shalala","Tatel, David S.","DC",1994,"Clinton","Male","Democrat",-0.40149998664856,1942,"White","No experience","White",2000,0,0,0.929499983787537
"774",4400,1,"title7","Liberal","Liberal","Conservative","Fernandes v. Costa Bros. Masonry","Selya, Bruce Marshall","1",1986,"Reagan","Male","Republican",0.00300000002607703,1934,"White","Experienced","White",1999,0,0,0.225749999284744
"775",4684,2,"title7","Conservative","Conservative","Liberal","Dickerson v. Alachua Cty Comm'n","Hull, Frank M.","11",1997,"Clinton","Female","Democrat",-0.189999997615814,1948,"White","Experienced","White",2000,1,1,0.557500004768372
"776",4663,1,"title7","Liberal","Liberal","Conservative","Jones v. Denver Post","Tacha, Deanell Reece","10",1985,"Reagan","Female","Republican",0.238499999046326,1946,"White","No experience","White",2000,1,1,0.00200000405311584
"777",4556,2,"title7","Conservative","Conservative","Conservative","Jordan v. Summers","Cudahy, Richard Dickson","7",1979,"Carter","Male","Democrat",-0.381999999284744,1926,"White","No experience","White",2000,0,0,0.630999982357025
"778",4555,2,"title7","Conservative","Conservative","Conservative","Stewart v. Henderson","Rovner, Ilana Kara Diamond","7",1992,"Bush I","Female","Republican",0.524999976158142,1938,"White","Experienced","White",2000,1,1,0.275999963283539
"779",4662,3,"title7","Liberal","Liberal","Liberal","Heno v. Sprint/United Mgmt","Kelly, Paul Joseph Jr.","10",1992,"Bush I","Male","Republican",0.24600000679493,1940,"White","No experience","White",2000,2,0,0.00550000369548798
"780",4553,2,"title7","Conservative","Conservative","Liberal","Cullom v. Brown","Manion, Daniel Anthony","7",1986,"Reagan","Male","Republican",0.375,1942,"White","No experience","White",2000,0,0,0.126000002026558
"781",4554,2,"title7","Conservative","Conservative","Conservative","Tutman v. WBBM-TV","Kanne, Michael Stephen","7",1987,"Reagan","Male","Republican",0.375,1938,"White","Experienced","White",2000,1,0,0.126000002026558
"782",4443,1,"title7","Conservative","Conservative","Conservative","Smith v. The Equitable","Nygaard, Richard Lowell","3",1988,"Reagan","Male","Republican",0.0160000007599592,1940,"White","No experience","White",2000,0,0,0.00949999876320362
"783",4398,1,"title7","Conservative","Conservative","Conservative","Boateng v. InterAmerican Univ.","Selya, Bruce Marshall","1",1986,"Reagan","Male","Republican",0.00300000002607703,1934,"White","Experienced","White",2000,0,0,0.225749999284744
"784",4615,2,"title7","Liberal","Liberal","Conservative","Bassett v. City of Minneapolis","Lay, Donald Pomery","8",1966,"Johnson","Male","Democrat",-0.379000008106232,1926,"White","No experience","White",2000,0,0,0.518249988555908
"785",4683,1,"title7","Conservative","Conservative","Conservative","Brown v. ITT Consumer Finance","Birch, Stanley F. Jr.","11",1990,"Bush I","Male","Republican",0.524999976158142,1945,"White","No experience","White",2000,1,0,0.157499969005585
"786",4551,1,"title7","Conservative","Conservative","Conservative","Jackson v. Rockford Housing Auth","Cudahy, Richard Dickson","7",1979,"Carter","Male","Democrat",-0.381999999284744,1926,"White","No experience","White",2000,1,0,0.630999982357025
"787",4480,3,"title7","Liberal","Liberal","Conservative","Walker v. Thompson","Benavides, Fortunato Pedro","5",1994,"Clinton","Male","Democrat",-0.441000014543533,1947,"Hispanic","Experienced","Minority",2000,0,0,0.772500038146973
"788",4507,3,"title7","Liberal","Liberal","Conservative","Johnson v. Univ. of Cincinnati","Clay, Eric L.","6",1997,"Clinton","Male","Democrat",-0.400000005960464,1948,"Black","No experience","Minority",2000,2,0,0.172500014305115
"789",4614,1,"title7","Conservative","Conservative","Conservative","Phillips v. Union Pacific RR","Wollman, Roger Leland","8",1985,"Reagan","Male","Republican",0.237000003457069,1934,"White","Experienced","White",2000,0,0,0.0977500081062317
"790",4661,2,"title7","Conservative","Conservative","Conservative","Stewart v. Adolph Coors Co","Kelly, Paul Joseph Jr.","10",1992,"Bush I","Male","Republican",0.24600000679493,1940,"White","No experience","White",2000,1,0,0.00550000369548798
"791",4552,3,"title7","Conservative","Conservative","Conservative","Hill v. American General Finance","Evans, Terence Thomas","7",1995,"Clinton","Male","Democrat",-0.43299999833107,1940,"White","Experienced","White",2000,1,0,0.681999981403351
"792",4613,3,"title7","Conservative","Conservative","Conservative","Griffin v. Super-Valu","Arnold, Morris Sheppard","8",1992,"Bush I","Male","Republican",0.291000008583069,1941,"White","Experienced","White",2000,0,0,0.151750013232231
"793",4611,3,"title7","Conservative","Conservative","Conservative","Clark v. Runyon","Magill, Frank J.","8",1986,"Reagan","Male","Republican",0.0949999988079071,1927,"White","No experience","White",2000,1,0,0.0442499965429306
"794",4660,2,"title7","Conservative","Conservative","Conservative","Kelley v. Goodyear Tire","Magill, Frank J.","10",1986,"Reagan","Male","Republican",0.0949999988079071,1927,"White","No experience","White",2000,0,0,0.145500004291534
"795",4506,2,"title7","Conservative","Conservative","Liberal","Smith v. Leggett Wire Co","Suhrheinrich, Richard Fred","6",1990,"Bush I","Male","Republican",0.524999976158142,1936,"White","Experienced","White",2000,0,0,0.752499938011169
"796",4609,2,"title7","Liberal","Liberal","Liberal","Jackson v. City of St Louis","Loken, James B.","8",1990,"Bush I","Male","Republican",0.124499998986721,1940,"White","No experience","White",2000,0,0,0.0147499963641167
"797",4610,2,"title7","Conservative","Conservative","Conservative","Scroggins v. Univ. of Minnesota","Ross, Donald Roe","8",1970,"Nixon","Male","Republican",0.46900001168251,1922,"White","No experience","White",2000,0,0,0.329750001430511
"798",4549,2,"title7","Conservative","Conservative","Conservative","Stockett v. Muncie Ind Transit","Flaum, Joel Martin","7",1983,"Reagan","Male","Republican",0.00600000005215406,1936,"White","Experienced","White",2000,0,0,0.243000000715256
"799",4550,3,"title7","Liberal","Liberal","Conservative","Kyles v. JK Guardian Servs","Rovner, Ilana Kara Diamond","7",1992,"Bush I","Female","Republican",0.524999976158142,1938,"White","Experienced","White",2000,1,1,0.275999963283539
"800",4659,3,"title7","Conservative","Conservative","Conservative","Ford v. West","Baldock, Bobby Ray","10",1985,"Reagan","Male","Republican",0.24600000679493,1936,"White","Experienced","White",2000,1,0,0.00550000369548798
"801",4420,3,"title7","Liberal","Liberal","Conservative","Whidbee v. Garzarelli Food Specialties","Straub, Chester J.","2",1998,"Clinton","Male","Democrat",-0.340999990701675,1937,"White","No experience","White",2000,0,0,0
"802",4419,2,"title7","Conservative","Conservative","Liberal","Hester v. BIC corp","Jacobs, Dennis G.","2",1992,"Bush I","Male","Republican",0.145999997854233,1944,"White","No experience","White",2000,0,0,0.486999988555908
"803",4548,3,"title7","Conservative","Conservative","Conservative","Massey v. BCBS","Wood, Diane Pamela","7",1995,"Clinton","Female","Democrat",-0.400999993085861,1950,"White","No experience","White",2000,1,1,0.649999976158142
"804",4479,1,"title7","Conservative","Conservative","Liberal","Lacy v. Sitel Corp","Smith, Jerry Edwin","5",1987,"Reagan","Male","Republican",0.532000005245209,1946,"White","No experience","White",2000,0,0,0.200500011444092
"805",4442,2,"title7","Liberal","Liberal","Conservative","Goosby v. Johnson & Johnson","McKee, Theodore Alexander","3",1994,"Clinton","Male","Democrat",-0.321000009775162,1947,"Black","No experience","Minority",2000,0,0,0.346500009298325
"806",4418,1,"title7","Liberal","Liberal","Liberal","Matima v. Celli","Jacobs, Dennis G.","2",1992,"Bush I","Male","Republican",0.145999997854233,1944,"White","No experience","White",2000,0,0,0.486999988555908
"807",4505,3,"title7","Conservative","Conservative","Liberal","Haskins v. Prudential Ins","Zatkoff, Lawrence Paul","6",1986,"Reagan","Male","Republican",-0.160999998450279,1939,"White","No experience","White",2000,0,0,0.0664999932050705
"808",4417,1,"title7","Liberal","Liberal","Conservative","Graham v. Long Island RR","Cardamone, Richard J.","2",1981,"Reagan","Male","Republican",0.145999997854233,1925,"White","Experienced","White",2000,0,0,0.486999988555908
"809",4504,1,"title7","Liberal","Liberal","Conservative","Dews v. A.B. Dick & Co","Jones, Nathaniel Raphael","6",1979,"Carter","Male","Democrat",-0.401000022888184,1926,"Black","No experience","Minority",2000,0,0,0.173500031232834
"810",4547,2,"title7","Liberal","Liberal","Conservative","Freeman v. Madison Metro Sch.Dist","Rovner, Ilana Kara Diamond","7",1992,"Bush I","Female","Republican",0.524999976158142,1938,"White","Experienced","White",2000,1,1,0.275999963283539
"811",4648,1,"title7","Liberal","Liberal","Conservative","Morgan v. Amtrak","Lay, Donald Pomery","9",1966,"Johnson","Male","Democrat",-0.379000008106232,1926,"White","No experience","White",2000,1,0,0.0575000047683716
"812",4608,2,"title7","Conservative","Conservative","Conservative","Bradley v. Widnall","Battey, Richard H.","8",1985,"Reagan","Male","Republican",0.208000004291534,1929,"White","No experience","White",2000,0,0,0.0687500089406967
"813",4682,1,"title7","Conservative","Conservative","Conservative","Rice-Lamar v. City of Ft Lauderdale","Tjoflat, Gerald Bard","11",1975,"Ford","Male","Republican",0.409000009298325,1929,"White","Experienced","White",2000,0,0,0.0415000021457672
"814",4546,3,"title7","Conservative","Conservative","Conservative","Mason v. Southern Illinois Univ.","Manion, Daniel Anthony","7",1986,"Reagan","Male","Republican",0.375,1942,"White","No experience","White",2000,0,0,0.126000002026558
"815",4607,2,"title7","Liberal","Liberal","Liberal","Ross v. Douglas County","Lay, Donald Pomery","8",1966,"Johnson","Male","Democrat",-0.379000008106232,1926,"White","No experience","White",2000,0,0,0.518249988555908
"816",4658,3,"title7","Liberal","Liberal","Liberal","Dodoo v. Seagate Tech","Shadur, Milton Irving","10",1980,"Carter","Male","Democrat",-0.351000010967255,1924,"White","No experience","White",2000,0,0,0.591500043869019
"817",4441,3,"title7","Conservative","Conservative","Conservative","Watson v. Eastman Kodak","Fuentes, Julio M.","3",2000,"Clinton","Male","Democrat",-0.327000021934509,1946,"Hispanic","No experience","Minority",2001,0,0,0.178250014781952
"818",4478,1,"title7","Liberal","Liberal","Conservative","Blow v. City of San Antonio","Jolly, E. Grady","5",1982,"Reagan","Male","Republican",0.266000002622604,1937,"White","No experience","White",2001,0,0,0.132750004529953
"819",4605,3,"title7","Conservative","Conservative","Conservative","Bogren v. Minnesota","Hansen, David Rasmussen","8",1991,"Bush I","Male","Republican",0.293999999761581,1938,"White","Experienced","White",2000,0,0,0.154750004410744
"820",4477,1,"title7","Liberal","Liberal","Liberal","Brown v. Kinney Shoe Corp","Jolly, E. Grady","5",1982,"Reagan","Male","Republican",0.266000002622604,1937,"White","No experience","White",2001,0,0,0.132750004529953
"821",4604,1,"title7","Conservative","Conservative","Conservative","Robinson v. Valmont Industries","Hansen, David Rasmussen","8",1991,"Bush I","Male","Republican",0.293999999761581,1938,"White","Experienced","White",2001,1,0,0.146999999880791
"822",4657,1,"title7","Conservative","Conservative","Conservative","Hollins v. Delta Airlines","Seymour, Stephanie Kulp","10",1979,"Carter","Female","Democrat",-0.0689999982714653,1940,"White","No experience","White",2001,1,1,0.309500008821487
"823",4681,2,"title7","Liberal","Liberal","Liberal","Crapp v. City of Miami Beach Police","Kravitch, Phyllis A.","11",1979,"Carter","Female","Democrat",-0.025000000372529,1920,"White","No experience","White",2001,1,1,0.354000002145767
"824",4455,2,"title7","Liberal","Liberal","Conservative","Spriggs v. Diamond Auto Glass","King, Robert Bruce","4",1998,"Clinton","Male","Democrat",-0.270999997854233,1940,"White","No experience","White",2001,0,0,0.527500033378601
"825",4680,1,"title7","Conservative","Conservative","Liberal","Silvera v. Orange Cty Sch.Bd.","Carnes, Edward Earl","11",1992,"Bush I","Male","Republican",0.524999976158142,1950,"White","No experience","White",2001,0,0,0.195999979972839
"826",4647,1,"title7","Conservative","Conservative","Conservative","Owens v. Kaiser Foundation Health Plan","Alarcon, Arthur L.","9",1979,"Carter","Male","Democrat",-0.430000007152557,1925,"Hispanic","Experienced","Minority",2001,0,0,0.129999995231628
"827",4602,2,"title7","Conservative","Conservative","Liberal","Inmon v. Arkansas Dept of Corrections","Heaney, Gerald William","8",1966,"Johnson","Male","Democrat",-0.456499993801117,1918,"White","No experience","White",2001,0,0,0.603500008583069
"828",4679,2,"title7","Conservative","Conservative","Conservative","Davis v. Town of Lake Park","Marcus, Stanley","11",1997,"Clinton","Male","Democrat",-0.238000005483627,1946,"White","Experienced","White",2001,0,0,0.567000031471252
"829",4474,2,"title7","Conservative","Conservative","Conservative","Okoye v. Univ. of Texas Houston Health","Garza, Emilio M.","5",1991,"Bush I","Male","Republican",0.532000005245209,1947,"Hispanic","Experienced","Minority",2001,0,0,0.133249998092651
"830",4603,2,"title7","Conservative","Conservative","Liberal","Cardenas v. AT&T","Magill, Frank J.","8",1986,"Reagan","Male","Republican",0.0949999988079071,1927,"White","No experience","White",2001,0,0,0.0520000010728836
"831",4476,3,"title7","Liberal","Liberal","Conservative","Evans v. Houston","Furgeson, William Royal Jr.","5",1994,"Clinton","Male","Democrat",-0.477999985218048,1941,"White","No experience","White",2001,1,0,0.876749992370605
"832",4475,3,"title7","Conservative","Conservative","Liberal","Oden v. Oktibbeha Cty","Parker, Robert Manley","5",1994,"Clinton","Male","Democrat",-0.441000014543533,1937,"White","Experienced","White",2001,0,0,0.839750051498413
"833",4545,2,"title7","Liberal","Liberal","Conservative","Gordon v. United Airlines","Ripple, Kenneth Francis","7",1985,"Reagan","Male","Republican",0.375,1943,"White","No experience","White",2001,1,0,0.126000002026558
"834",4473,1,"title7","Liberal","Liberal","Conservative","Pratt v. City of Houston","Jolly, E. Grady","5",1982,"Reagan","Male","Republican",0.266000002622604,1937,"White","No experience","White",2001,1,0,0.132750004529953
"835",4440,3,"title7","Liberal","Liberal","Conservative","Smith v. Daivs","Schwarzer, William W","3",1976,"Ford","Male","Republican",0.342000007629395,1925,"White","No experience","White",2001,1,0,0.490750014781952
"836",4472,2,"title7","Conservative","Conservative","Conservative","Auguster v. Vermilion Parish Sch. Bd","Smith, Jerry Edwin","5",1987,"Reagan","Male","Republican",0.532000005245209,1946,"White","No experience","White",2001,0,0,0.133249998092651
"837",4601,1,"title7","Conservative","Conservative","Conservative","Moore v. Robertson Fire Prot Dist","Bowman, Pasco Middleton II","8",1983,"Reagan","Male","Republican",0.14300000667572,1933,"White","No experience","White",2001,0,0,0.0039999932050705
"838",4397,3,"title7","Conservative","Conservative","Conservative","Havercombe v. DOE of PR","Campbell, Levin Hicks","1",1972,"Nixon","Male","Republican",-0.20100000500679,1927,"White","Experienced","White",2001,0,0,0.429750025272369
"839",4396,2,"title7","Conservative","Conservative","Conservative","Straughn v. Delta Airlines","Cyr, Conrad Keefe","1",1989,"Bush I","Male","Republican",0.0480000004172325,1931,"White","Experienced","White",2001,0,0,0.180750012397766
"840",4439,1,"title7","Liberal","Liberal","Conservative","Burgh v. Borough Council of Montrose","Roth, Jane Richards","3",1991,"Bush I","Female","Republican",0.247999995946884,1935,"White","No experience","White",2001,2,1,0.396750003099442
"841",4544,2,"title7","Conservative","Conservative","Conservative","Price v. City of Chicago","Ripple, Kenneth Francis","7",1985,"Reagan","Male","Republican",0.375,1943,"White","No experience","White",2001,1,0,0.126000002026558
"842",4600,3,"title7","Conservative","Conservative","Conservative","Taylor v. Southwestern Bell","Murphy, Diana E.","8",1994,"Clinton","Female","Democrat",-0.625999987125397,1934,"White","Experienced","White",2001,1,1,0.773000001907349
"843",4599,3,"title7","Liberal","Liberal","Liberal","Thomas v. Talley","Arnold, Morris Sheppard","8",1992,"Bush I","Male","Republican",0.291000008583069,1941,"White","Experienced","White",2001,0,0,0.144000008702278
"844",4598,3,"title7","Conservative","Conservative","Conservative","Dotson v. Delta Consold Ind","Arnold, Morris Sheppard","8",1992,"Bush I","Male","Republican",0.291000008583069,1941,"White","Experienced","White",2001,0,0,0.144000008702278
"845",4415,3,"title7","Liberal","Liberal","Liberal","Harris v. Niagara Mohawk Power","Katzmann, Robert A.","2",1999,"Clinton","Male","Democrat",-0.341500014066696,1953,"White","No experience","White",2001,1,0,0.000500023365020752
"846",4597,1,"title7","Liberal","Liberal","Liberal","Dowd v. USW Local No 286","Arnold, Richard Sheppard","8",1980,"Carter","Male","Democrat",-0.280499994754791,1936,"White","Experienced","White",2001,0,0,0.427500009536743
"847",4678,1,"title7","Conservative","Conservative","Conservative","Anderson v. WBMG-42","Barkett, Rosemary","11",1994,"Clinton","Female","Democrat",-0.238000005483627,1939,"White","Experienced","White",2001,2,1,0.567000031471252
"848",4706,2,"title7","Liberal","Liberal","Liberal","Fredrick v. D.C.","Randolph, Arthur Raymond","DC",1990,"Bush I","Male","Republican",0.524999976158142,1943,"White","No experience","White",2001,1,0,0.00300002098083496
"849",4596,1,"title7","Conservative","Conservative","Conservative","Yates v. Douglas","Wollman, Roger Leland","8",1985,"Reagan","Male","Republican",0.237000003457069,1934,"White","Experienced","White",2001,1,0,0.0900000035762787
"850",4595,2,"title7","Liberal","Liberal","Conservative","Greer v. St Louis Reg Med Ctr","Arnold, Richard Sheppard","8",1980,"Carter","Male","Democrat",-0.280499994754791,1936,"White","Experienced","White",2001,0,0,0.427500009536743
"851",4503,1,"title7","Conservative","Conservative","Conservative","Wade v. Knoxville Utils.","Guy, Ralph B. Jr.","6",1985,"Reagan","Male","Republican",0.566999971866608,1929,"White","Experienced","White",2001,0,0,0.818249940872192
"852",4502,2,"title7","Liberal","Liberal","Conservative","Logan v. Denny's","Clay, Eric L.","6",1997,"Clinton","Male","Democrat",-0.400000005960464,1948,"Black","No experience","Minority",2001,1,0,0.148750007152557
"853",4542,3,"title7","Conservative","Conservative","Conservative","Logan v. Kautex Textron","Williams, Ann Claire","7",1999,"Clinton","Female","Democrat",-0.351000010967255,1949,"Black","Experienced","Minority",2001,1,1,0.600000023841858
"854",4543,2,"title7","Conservative","Conservative","Conservative","Johnson v. Nordstrom","Cudahy, Richard Dickson","7",1979,"Carter","Male","Democrat",-0.381999999284744,1926,"White","No experience","White",2001,0,0,0.630999982357025
"855",4541,2,"title7","Liberal","Liberal","Conservative","Dunn v. Nordstrom","Cudahy, Richard Dickson","7",1979,"Carter","Male","Democrat",-0.381999999284744,1926,"White","No experience","White",2001,0,0,0.630999982357025
"856",4594,2,"title7","Conservative","Conservative","Conservative","Willis v. Henderson","McMillian, Theodore","8",1978,"Carter","Male","Democrat",-0.368999987840652,1919,"Black","No experience","Minority",2001,0,0,0.515999972820282
"857",4540,2,"title7","Conservative","Conservative","Conservative","Alexander v. Wisconsin Dept of Health & Family","Kanne, Michael Stephen","7",1987,"Reagan","Male","Republican",0.375,1938,"White","Experienced","White",2001,1,0,0.126000002026558
"858",4501,1,"title7","Liberal","Liberal","Conservative","Little v. BP Exploration & Oil","Clay, Eric L.","6",1997,"Clinton","Male","Democrat",-0.400000005960464,1948,"Black","No experience","Minority",2001,0,0,0.148750007152557
"859",4471,2,"title7","Conservative","Conservative","Conservative","Celestine v. Petroleos de Venez.","DeMoss, Harold R. Jr.","5",1991,"Bush I","Male","Republican",0.532000005245209,1930,"White","No experience","White",2001,1,0,0.133249998092651
"860",4500,1,"title7","Conservative","Conservative","Conservative","Newman v. FedEX","Martin, Boyce Ficklen Jr.","6",1979,"Carter","Male","Democrat",-0.225500002503395,1935,"White","Experienced","White",2001,0,0,0.025749996304512
"861",4413,1,"title7","Liberal","Liberal","Conservative","Robinson v. Metro North Commuter RR","Walker, John Mercer Jr.","2",1989,"Bush I","Male","Republican",0.145999997854233,1940,"White","Experienced","White",2001,1,0,0.486999988555908
"862",4539,1,"title7","Conservative","Conservative","Conservative","Greer v. Bd. of Ed","Coffey, John Louis","7",1982,"Reagan","Male","Republican",0.25,1922,"White","Experienced","White",2001,2,0,0.00100000202655792
"863",4593,1,"title7","Conservative","Conservative","Conservative","Brown-Mitchell v. Kansas Power & Light","McMillian, Theodore","8",1978,"Carter","Male","Democrat",-0.368999987840652,1919,"Black","No experience","Minority",2001,0,0,0.515999972820282
"864",4656,2,"title7","Conservative","Conservative","Conservative","Watts v. City of Norman","Gibson, John R.","10",1982,"Reagan","Male","Republican",0.14300000667572,1925,"White","Experienced","White",2001,1,0,0.0974999964237213
"865",4677,2,"title7","Liberal","Liberal","Conservative","Wilkerson v. Grinnell","Cox, Emmett Ripley","11",1988,"Reagan","Male","Republican",0.566999971866608,1935,"White","Experienced","White",2001,0,0,0.237999975681305
"866",4538,2,"title7","Liberal","Liberal","Conservative","Curry v. Menard","Manion, Daniel Anthony","7",1986,"Reagan","Male","Republican",0.375,1942,"White","No experience","White",2001,1,0,0.126000002026558
"867",4592,1,"title7","Liberal","Liberal","Liberal","Washington v. Normandy Fire Prot Dist","Wollman, Roger Leland","8",1985,"Reagan","Male","Republican",0.237000003457069,1934,"White","Experienced","White",2001,0,0,0.0900000035762787
"868",4438,1,"title7","Liberal","Liberal","Liberal","Evans v. Port Authority of NY & NJ","Mansmann, Carol Los","3",1985,"Reagan","Female","Republican",0.0160000007599592,1942,"White","Experienced","White",2001,2,1,0.164750009775162
"869",4412,2,"title7","Conservative","Conservative","Conservative","Weeks v. New York","Jacobs, Dennis G.","2",1992,"Bush I","Male","Republican",0.145999997854233,1944,"White","No experience","White",2002,0,0,0.484249979257584
"870",4470,1,"title7","Conservative","Conservative","Conservative","Mason v. United Air Lines","Politz, Henry Anthony","5",1979,"Carter","Male","Democrat",-0.11150000244379,1932,"White","No experience","White",2001,0,0,0.51025003194809
"871",4655,3,"title7","Liberal","Liberal","Conservative","Goodwin v. GMC","Shadur, Milton Irving","10",1980,"Carter","Male","Democrat",-0.351000010967255,1924,"White","No experience","White",2002,0,0,0.591500043869019
"872",4591,1,"title7","Conservative","Conservative","Conservative","Williams v. Saint Luke's Shawnee Mission","Arnold, Morris Sheppard","8",1992,"Bush I","Male","Republican",0.291000008583069,1941,"White","Experienced","White",2002,0,0,0.0565000176429749
