"","order","judge_num","dataset","case_outcome","judge_vote","lower_dir","name","judge_full","circuit","confirm_yr","appt_pres","gender_judge","party_judge","jcs","year_birth","race_judge","jud_experience","minority_judge","dec_year","num_fem","mow_sex","abs_jcs"
"1",4431,3,"title7","Conservative","Conservative","Conservative","Fields v. New York State Office of Mental Retardation","Winter, Ralph K. Jr.","2",1981,"Reagan","Male","Republican",-0.061999998986721,1935,"White","No experience","White",1997,0,0,0.220499992370605
"2",4431,1,"title7","Conservative","Conservative","Conservative","Fields v. New York State Office of Mental Retardation","Newman, Jon Ormond","2",1979,"Carter","Male","Democrat",-0.34400001168251,1932,"White","Experienced","White",1997,0,0,0.0615000128746033
"3",4431,2,"title7","Conservative","Conservative","Conservative","Fields v. New York State Office of Mental Retardation","Oakes, James Lowell","2",1971,"Nixon","Male","Republican",0.0480000004172325,1924,"White","Experienced","White",1997,0,0,0.33050000667572
"4",4624,3,"title7","Conservative","Conservative","Conservative","Carter v. St Louis Univ.","Loken, James B.","8",1990,"Bush I","Male","Republican",0.124499998986721,1940,"White","No experience","White",1999,0,0,0.0662500038743019
"5",4624,2,"title7","Conservative","Conservative","Conservative","Carter v. St Louis Univ.","Wollman, Roger Leland","8",1985,"Reagan","Male","Republican",0.237000003457069,1934,"White","Experienced","White",1999,0,0,0.0462500005960464
"6",4624,1,"title7","Conservative","Conservative","Conservative","Carter v. St Louis Univ.","McMillian, Theodore","8",1978,"Carter","Male","Democrat",-0.368999987840652,1919,"Black","No experience","Minority",1999,0,0,0.559749960899353
"7",4399,1,"title7","Liberal","Liberal","Conservative","Landrau-Romero v. Banco Popular","Selya, Bruce Marshall","1",1986,"Reagan","Male","Republican",0.00300000002607703,1934,"White","Experienced","White",2000,0,0,0.225749999284744
"8",4399,2,"title7","Liberal","Liberal","Conservative","Landrau-Romero v. Banco Popular","Campbell, Levin Hicks","1",1972,"Nixon","Male","Republican",-0.20100000500679,1927,"White","Experienced","White",2000,0,0,0.429750025272369
"9",4399,3,"title7","Liberal","Liberal","Conservative","Landrau-Romero v. Banco Popular","Stahl, Norman H.","1",1992,"Bush I","Male","Republican",0.439500004053116,1931,"White","Experienced","White",2000,0,0,0.210749998688698
"10",4646,2,"title7","Liberal","Liberal","Liberal","Swinton v. Potomac Corp","Fletcher, William A.","9",1998,"Clinton","Male","Democrat",-0.347499996423721,1945,"White","No experience","White",2001,2,1,0.0474999845027924
"11",4646,3,"title7","Liberal","Liberal","Liberal","Swinton v. Potomac Corp","Rawlinson, Johnnie B.","9",2000,"Clinton","Female","Democrat",-0.239499986171722,1952,"Black","Experienced","Minority",2001,2,1,0.0605000257492065
"12",4646,1,"title7","Liberal","Liberal","Liberal","Swinton v. Potomac Corp","McKeown, M. Margaret","9",1998,"Clinton","Female","Democrat",-0.342000007629395,1951,"White","No experience","White",2001,2,1,0.0419999957084656
"13",4492,1,"title7","Conservative","Conservative","Conservative","Wallace v. Texas Tech Univ.","Garwood, William Lockhart","5",1981,"Reagan","Male","Republican",0.462999999523163,1931,"White","Experienced","White",1996,0,0,0.0642499923706055
"14",4492,2,"title7","Conservative","Conservative","Conservative","Wallace v. Texas Tech Univ.","Wiener, Jacques Loeb Jr.","5",1990,"Bush I","Male","Republican",0.524999976158142,1934,"White","No experience","White",1996,0,0,0.126249969005585
"15",4492,3,"title7","Conservative","Conservative","Conservative","Wallace v. Texas Tech Univ.","Parker, Robert Manley","5",1994,"Clinton","Male","Democrat",-0.441000014543533,1937,"White","Experienced","White",1996,0,0,0.839750051498413
"16",4671,2,"title7","Conservative","Conservative","Conservative","Mosley v. Pena","McWilliams, Robert Hugh Jr.","10",1970,"Nixon","Male","Republican",0.296999990940094,1916,"White","Experienced","White",1996,1,0,0.0497499853372574
"17",4671,1,"title7","Conservative","Conservative","Conservative","Mosley v. Pena","Tacha, Deanell Reece","10",1985,"Reagan","Female","Republican",0.238499999046326,1946,"White","No experience","White",1996,1,0,0.00875000655651093
"18",4698,3,"title7","Conservative","Conservative","Conservative","Mayfield v. Patterson Pump","Aldrich, Ann","11",1980,"Carter","Female","Democrat",-0.398499965667725,1927,"White","No experience","White",1996,1,0,0.804499983787537
"19",4698,1,"title7","Conservative","Conservative","Conservative","Mayfield v. Patterson Pump","Edmondson, James Larry","11",1986,"Reagan","Male","Republican",0.326999992132187,1947,"White","No experience","White",1996,1,0,0.0789999961853027
"20",4488,1,"title7","Conservative","Conservative","Conservative","Grimes v. Texas Dept of Mental Health","Garza, Reynaldo G.","5",1979,"Carter","Male","Democrat",-0.103000000119209,1915,"Hispanic","Experienced","Minority",1996,1,0,0.501749992370605
"21",4488,2,"title7","Conservative","Conservative","Conservative","Grimes v. Texas Dept of Mental Health","Jones, Edith Hollan","5",1985,"Reagan","Female","Republican",0.532000005245209,1949,"White","No experience","White",1996,1,0,0.133249998092651
"22",4487,2,"title7","Conservative","Conservative","Conservative","Ward v. Bechtel Corp","Wiener, Jacques Loeb Jr.","5",1990,"Bush I","Male","Republican",0.524999976158142,1934,"White","No experience","White",1997,0,0,0.126249969005585
"23",4487,1,"title7","Conservative","Conservative","Conservative","Ward v. Bechtel Corp","Higginbotham, Patrick Errol","5",1982,"Reagan","Male","Republican",0.462999999523163,1938,"White","Experienced","White",1997,0,0,0.0642499923706055
"24",4405,3,"title7","Conservative","Conservative","Conservative","Johnson v. Teamsters Local 559","Boudin, Michael","1",1992,"Bush I","Male","Republican",0.524999976158142,1939,"White","Experienced","White",1996,0,0,0.274249970912933
"25",4405,1,"title7","Conservative","Conservative","Conservative","Johnson v. Teamsters Local 559","Selya, Bruce Marshall","1",1986,"Reagan","Male","Republican",0.00300000002607703,1934,"White","Experienced","White",1996,0,0,0.247749999165535
"26",4580,1,"title7","Liberal","Liberal","Liberal","Merriweather v. Family Dollar","Cudahy, Richard Dickson","7",1979,"Carter","Male","Democrat",-0.381999999284744,1926,"White","No experience","White",1996,0,0,0.630999982357025
"27",4580,3,"title7","Liberal","Liberal","Liberal","Merriweather v. Family Dollar","Flaum, Joel Martin","7",1983,"Reagan","Male","Republican",0.00600000005215406,1936,"White","Experienced","White",1996,0,0,0.243000000715256
"28",4579,1,"title7","Liberal","Liberal","Conservative","Hunt-Golliday v. Metro Water Reclamation","Coffey, John Louis","7",1982,"Reagan","Male","Republican",0.25,1922,"White","Experienced","White",1997,0,0,0.00100000202655792
"29",4579,2,"title7","Liberal","Liberal","Conservative","Hunt-Golliday v. Metro Water Reclamation","Ripple, Kenneth Francis","7",1985,"Reagan","Male","Republican",0.375,1943,"White","No experience","White",1997,0,0,0.126000002026558
"30",4519,3,"title7","Liberal","Conservative","Conservative","EEOC v. Avery Dennison Corp","Ryan, James Leo","6",1985,"Reagan","Male","Republican",0.566999971866608,1932,"White","Experienced","White",1997,0,0,0.79449999332428
"31",4519,1,"title7","Liberal","Liberal","Conservative","EEOC v. Avery Dennison Corp","Martin, Boyce Ficklen Jr.","6",1979,"Carter","Male","Democrat",-0.225500002503395,1935,"White","Experienced","White",1997,0,0,0.00199998915195465
"32",4578,2,"title7","Conservative","Conservative","Conservative","Plair v. E.J. Brach & Sons","Wood, Diane Pamela","7",1995,"Clinton","Female","Democrat",-0.400999993085861,1950,"White","No experience","White",1997,1,0,0.649999976158142
"33",4578,3,"title7","Conservative","Conservative","Conservative","Plair v. E.J. Brach & Sons","Evans, Terence Thomas","7",1995,"Clinton","Male","Democrat",-0.43299999833107,1940,"White","Experienced","White",1997,1,0,0.681999981403351
"34",4404,1,"title7","Conservative","Conservative","Conservative","Anderson v. Boston Sch. Comm","Selya, Bruce Marshall","1",1986,"Reagan","Male","Republican",0.00300000002607703,1934,"White","Experienced","White",1997,1,0,0.247749999165535
"35",4404,3,"title7","Conservative","Conservative","Conservative","Anderson v. Boston Sch. Comm","Lynch, Sandra Lea","1",1995,"Clinton","Female","Democrat",-0.423000007867813,1946,"White","No experience","White",1997,1,0,0.673750042915344
"36",4697,2,"title7","Conservative","Conservative","Liberal","Combs v. Plantation Patters","Black, Bruce D.","11",1995,"Clinton","Male","Democrat",-0.310000002384186,1947,"White","Experienced","White",1997,0,0,0.677500009536743
"37",4697,1,"title7","Conservative","Conservative","Liberal","Combs v. Plantation Patters","Birch, Stanley F. Jr.","11",1990,"Bush I","Male","Republican",0.524999976158142,1945,"White","No experience","White",1997,0,0,0.157499969005585
"38",4634,3,"title7","Conservative","Conservative","Conservative","Candies v. Texaco","Loken, James B.","8",1990,"Bush I","Male","Republican",0.124499998986721,1940,"White","No experience","White",1997,0,0,0.0225000008940697
"39",4634,2,"title7","Conservative","Conservative","Conservative","Candies v. Texaco","Gibson, Floyd Robert","8",1965,"Johnson","Male","Democrat",-0.312999993562698,1910,"White","Experienced","White",1997,0,0,0.459999978542328
"40",4577,3,"title7","Conservative","Conservative","Conservative","McClendon v. Indiana Sugars","Rovner, Ilana Kara Diamond","7",1992,"Bush I","Female","Republican",0.524999976158142,1938,"White","Experienced","White",1997,1,0,0.275999963283539
"41",4577,1,"title7","Conservative","Liberal","Conservative","McClendon v. Indiana Sugars","Easterbrook, Frank Hoover","7",1985,"Reagan","Male","Republican",0.566999971866608,1948,"White","No experience","White",1997,1,0,0.317999958992004
"42",4633,2,"title7","Conservative","Conservative","Conservative","Thomas v. Runyon","Magill, Frank J.","8",1986,"Reagan","Male","Republican",0.0949999988079071,1927,"White","No experience","White",1997,0,0,0.0520000010728836
"43",4633,1,"title7","Conservative","Conservative","Conservative","Thomas v. Runyon","Arnold, Richard Sheppard","8",1980,"Carter","Male","Democrat",-0.280499994754791,1936,"White","Experienced","White",1997,0,0,0.427500009536743
"44",4432,3,"title7","Conservative","Conservative","Conservative","McLee v. Chrysler","Jacobs, Dennis G.","2",1992,"Bush I","Male","Republican",0.145999997854233,1944,"White","No experience","White",1997,1,1,0.42849999666214
"45",4432,1,"title7","Conservative","Conservative","Conservative","McLee v. Chrysler","Oakes, James Lowell","2",1971,"Nixon","Male","Republican",0.0480000004172325,1924,"White","Experienced","White",1997,1,1,0.33050000667572
"46",4446,3,"title7","Liberal","Liberal","Liberal","Woodson v. Scott Paper","Lewis, Timothy K.","3",1992,"Bush I","Male","Republican",0.0160000007599592,1954,"Black","Experienced","Minority",1997,0,0,0.00949999876320362
"47",4446,2,"title7","Liberal","Liberal","Liberal","Woodson v. Scott Paper","Nygaard, Richard Lowell","3",1988,"Reagan","Male","Republican",0.0160000007599592,1940,"White","No experience","White",1997,0,0,0.00949999876320362
"48",4486,1,"title7","Conservative","Conservative","Liberal","Swanson v. General Services Administration","King, Carolyn Dineen","5",1979,"Carter","Female","Democrat",-0.103000000119209,1938,"White","No experience","White",1997,1,0,0.501749992370605
"49",4486,3,"title7","Conservative","Conservative","Liberal","Swanson v. General Services Administration","Dennis, James L.","5",1995,"Clinton","Male","Democrat",-0.096000000834465,1936,"White","Experienced","White",1997,1,0,0.494750022888184
"50",4445,1,"title7","Liberal","Conservative","Conservative","Bray v. Marriott Hotels","Alito, Samuel A., Jr.","3",1990,"Bush I","Male","Republican",0.524999976158142,1950,"White","No experience","White",1997,0,0,0.499499976634979
"51",4445,3,"title7","Liberal","Liberal","Conservative","Bray v. Marriott Hotels","Green, Clifford Scott","3",1971,"Nixon","Male","Republican",0.0529999993741512,1923,"Black","No experience","Minority",1997,0,0,0.0274999998509884
"52",4576,3,"title7","Conservative","Conservative","Conservative","Essex v. UPS","Wood, Diane Pamela","7",1995,"Clinton","Female","Democrat",-0.400999993085861,1950,"White","No experience","White",1997,1,0,0.649999976158142
"53",4576,2,"title7","Conservative","Conservative","Conservative","Essex v. UPS","Easterbrook, Frank Hoover","7",1985,"Reagan","Male","Republican",0.566999971866608,1948,"White","No experience","White",1997,1,0,0.317999958992004
"54",4670,2,"title7","Liberal","Liberal","Conservative","Thomas v. Denny's Inc","Porfilio, John Carbone","10",1985,"Reagan","Male","Republican",0.514999985694885,1934,"White","Experienced","White",1997,1,1,0.267749965190887
"55",4670,3,"title7","Liberal","Liberal","Conservative","Thomas v. Denny's Inc","Ebel, David M.","10",1988,"Reagan","Male","Republican",0.514999985694885,1940,"White","No experience","White",1997,1,1,0.267749965190887
"56",4632,1,"title7","Conservative","Conservative","Conservative","Ward v. Procter & Gamble","Arnold, Richard Sheppard","8",1980,"Carter","Male","Democrat",-0.280499994754791,1936,"White","Experienced","White",1997,0,0,0.427500009536743
"57",4632,3,"title7","Conservative","Conservative","Conservative","Ward v. Procter & Gamble","Sachs, Howard Frederic","8",1979,"Carter","Male","Democrat",-0.370000004768372,1925,"White","No experience","White",1997,0,0,0.517000019550323
"58",4575,1,"title7","Conservative","Conservative","Conservative","Oates v. Discovery Zone","Posner, Richard Allen","7",1981,"Reagan","Male","Republican",0.00600000005215406,1939,"White","No experience","White",1997,1,0,0.243000000715256
"59",4575,3,"title7","Conservative","Conservative","Conservative","Oates v. Discovery Zone","Wood, Diane Pamela","7",1995,"Clinton","Female","Democrat",-0.400999993085861,1950,"White","No experience","White",1997,1,0,0.649999976158142
"60",4715,1,"title7","Conservative","Conservative","Liberal","Mungin v. Katten, Muchin & Zavis","Edwards, Harry Thomas","DC",1980,"Carter","Male","Democrat",-0.540000021457672,1940,"Black","No experience","Minority",1997,0,0,1.06800007820129
"61",4715,2,"title7","Conservative","Conservative","Liberal","Mungin v. Katten, Muchin & Zavis","Williams, Stephen Fain","DC",1986,"Reagan","Male","Republican",0.566999971866608,1936,"White","No experience","White",1997,0,0,0.0389999747276306
"62",4430,2,"title7","Liberal","Liberal","Conservative","Schwapp v. Town of Avon","Calabresi, Guido","2",1994,"Clinton","Male","Democrat",-0.277999997138977,1932,"White","No experience","White",1997,0,0,0.00450000166893005
"63",4430,3,"title7","Liberal","Liberal","Conservative","Schwapp v. Town of Avon","Shadur, Milton Irving","2",1980,"Carter","Male","Democrat",-0.351000010967255,1924,"White","No experience","White",1997,0,0,0.0685000121593475
"64",4485,1,"title7","Conservative","Conservative","Liberal","Barnes v. Levitt","Davis, W. Eugene","5",1983,"Reagan","Male","Republican",0.566999971866608,1936,"White","Experienced","White",1997,0,0,0.16824996471405
"65",4485,2,"title7","Conservative","Conservative","Liberal","Barnes v. Levitt","Stewart, Carl E.","5",1994,"Clinton","Male","Democrat",-0.096000000834465,1950,"Black","No experience","Minority",1997,0,0,0.494750022888184
"66",4574,1,"title7","Conservative","Conservative","Conservative","Willis v. Marion Cty Auditors office","Cummings, Walter Joseph","7",1966,"Johnson","Male","Democrat",-0.623000025749207,1916,"White","No experience","White",1997,0,0,0.87200003862381
"67",4574,3,"title7","Conservative","Conservative","Conservative","Willis v. Marion Cty Auditors office","Kanne, Michael Stephen","7",1987,"Reagan","Male","Republican",0.375,1938,"White","Experienced","White",1997,0,0,0.126000002026558
"68",4403,1,"title7","Conservative","Conservative","Conservative","Pilgrim v. Trustees of Tufts College","Selya, Bruce Marshall","1",1986,"Reagan","Male","Republican",0.00300000002607703,1934,"White","Experienced","White",1997,0,0,0.247749999165535
"69",4403,3,"title7","Conservative","Conservative","Conservative","Pilgrim v. Trustees of Tufts College","Cyr, Conrad Keefe","1",1989,"Bush I","Male","Republican",0.0480000004172325,1931,"White","Experienced","White",1997,0,0,0.202749997377396
"70",4484,2,"title7","Conservative","Conservative","Conservative","Walton v. Bisco Indus","Duhe, John Malcolm Jr.","5",1988,"Reagan","Male","Republican",0.566999971866608,1933,"White","Experienced","White",1997,0,0,0.16824996471405
"71",4484,3,"title7","Conservative","Conservative","Conservative","Walton v. Bisco Indus","Barksdale, Rhesa H.","5",1990,"Bush I","Male","Republican",0.32600000500679,1944,"White","No experience","White",1997,0,0,0.0727500021457672
"72",4631,3,"title7","Conservative","Conservative","Liberal","Day v. Johnson","Beam, Clarence A.","8",1987,"Reagan","Male","Republican",0.316000014543533,1930,"White","Experienced","White",1997,0,0,0.169000014662743
"73",4631,2,"title7","Conservative","Liberal","Liberal","Day v. Johnson","Heaney, Gerald William","8",1966,"Johnson","Male","Democrat",-0.456499993801117,1918,"White","No experience","White",1997,0,0,0.603500008583069
"74",4573,2,"title7","Conservative","Conservative","Conservative","Cowan v. Glenbrook Sec Serv","Eschbach, Jesse Ernest","7",1981,"Reagan","Male","Republican",0.375,1920,"White","No experience","White",1997,0,0,0.126000002026558
"75",4573,1,"title7","Conservative","Conservative","Conservative","Cowan v. Glenbrook Sec Serv","Cudahy, Richard Dickson","7",1979,"Carter","Male","Democrat",-0.381999999284744,1926,"White","No experience","White",1997,0,0,0.630999982357025
"76",4518,1,"title7","Conservative","Conservative","Conservative","Heyliger v. State Univ & Comm College System of Tennessee","Merritt, Gilbert Stroud Jr.","6",1977,"Carter","Male","Democrat",-0.300000011920929,1936,"White","No experience","White",1997,0,0,0.0725000202655792
"77",4518,2,"title7","Conservative","Conservative","Conservative","Heyliger v. State Univ & Comm College System of Tennessee","Krupansky, Robert B.","6",1982,"Reagan","Male","Republican",0.566999971866608,1921,"White","Experienced","White",1997,0,0,0.79449999332428
"78",4669,1,"title7","Conservative","Conservative","Conservative","Belhomme v. Widnall","Brorby, Wade","10",1988,"Reagan","Male","Republican",0.435000002384186,1934,"White","No experience","White",1997,0,0,0.187749996781349
"79",4669,3,"title7","Conservative","Conservative","Conservative","Belhomme v. Widnall","Kelly, Paul Joseph Jr.","10",1992,"Bush I","Male","Republican",0.24600000679493,1940,"White","No experience","White",1997,0,0,0.0012499988079071
"80",4517,3,"title7","Liberal","Conservative","Conservative","Kline v. TVA","Ryan, James Leo","6",1985,"Reagan","Male","Republican",0.566999971866608,1932,"White","Experienced","White",1997,0,0,0.79449999332428
"81",4517,1,"title7","Liberal","Liberal","Conservative","Kline v. TVA","Martin, Boyce Ficklen Jr.","6",1979,"Carter","Male","Democrat",-0.225500002503395,1935,"White","Experienced","White",1997,0,0,0.00199998915195465
"82",4714,2,"title7","Conservative","Conservative","Conservative","Thomas v. NFL Players Assn'","Ginsburg, Douglas Howard","DC",1986,"Reagan","Male","Republican",0.566999971866608,1946,"White","No experience","White",1997,0,0,0.0389999747276306
"83",4714,3,"title7","Conservative","Conservative","Conservative","Thomas v. NFL Players Assn'","Buckley, James Lane","DC",1985,"Reagan","Male","Republican",0.566999971866608,1923,"White","No experience","White",1997,0,0,0.0389999747276306
"84",4691,3,"title7","Liberal","Liberal","Conservative","Peterson v. BMI Refractories","Farris, Joseph Jerome","11",1979,"Carter","Male","Democrat",-0.359499990940094,1930,"Black","Experienced","Minority",1998,0,0,0.726999998092651
"85",4691,1,"title7","Liberal","Liberal","Conservative","Peterson v. BMI Refractories","Hatchett, Joseph Woodrow","11",1979,"Carter","Male","Democrat",-0.136000007390976,1932,"Black","Experienced","Minority",1998,0,0,0.503499984741211
"86",4692,1,"title7","Liberal","Liberal","Conservative","Carter v. Three Springs Residential Trtmt","Hatchett, Joseph Woodrow","11",1979,"Carter","Male","Democrat",-0.136000007390976,1932,"Black","Experienced","Minority",1998,0,0,0.503499984741211
"87",4692,3,"title7","Liberal","Liberal","Conservative","Carter v. Three Springs Residential Trtmt","Farris, Joseph Jerome","11",1979,"Carter","Male","Democrat",-0.359499990940094,1930,"Black","Experienced","Minority",1998,0,0,0.726999998092651
"88",4572,2,"title7","Conservative","Conservative","Conservative","Gonzalez v. Ingersoll Milling Machine","Kanne, Michael Stephen","7",1987,"Reagan","Male","Republican",0.375,1938,"White","Experienced","White",1998,1,0,0.126000002026558
"89",4572,3,"title7","Conservative","Conservative","Conservative","Gonzalez v. Ingersoll Milling Machine","Wood, Diane Pamela","7",1995,"Clinton","Female","Democrat",-0.400999993085861,1950,"White","No experience","White",1998,1,0,0.649999976158142
"90",4630,3,"title7","Conservative","Conservative","Conservative","Rose-Maston v. NME Hospitals","Loken, James B.","8",1990,"Bush I","Male","Republican",0.124499998986721,1940,"White","No experience","White",1998,0,0,0.0225000008940697
"91",4630,1,"title7","Conservative","Conservative","Conservative","Rose-Maston v. NME Hospitals","Bowman, Pasco Middleton II","8",1983,"Reagan","Male","Republican",0.14300000667572,1933,"White","No experience","White",1998,0,0,0.0039999932050705
"92",4690,2,"title7","Conservative","Conservative","Liberal","Mencer v. Hammonds","Dubina, Joel Fredrick","11",1990,"Bush I","Male","Republican",0.524999976158142,1947,"White","Experienced","White",1998,0,0,0.157499969005585
"93",4690,3,"title7","Conservative","Conservative","Liberal","Mencer v. Hammonds","Stagg, Thomas E. Jr.","11",1974,"Nixon","Male","Republican",0.428999990224838,1923,"White","No experience","White",1998,0,0,0.0614999830722809
"94",4461,3,"title7","Conservative","Conservative","Conservative","Karpel v. Inova Health Syst","Luttig, J. Michael","4",1991,"Bush I","Male","Republican",0.25,1954,"White","No experience","White",1998,0,0,0.0065000057220459
"95",4461,1,"title7","Conservative","Conservative","Conservative","Karpel v. Inova Health Syst","Murnaghan, Francis Dominic Jr.","4",1979,"Carter","Male","Democrat",-0.437000006437302,1920,"White","No experience","White",1998,0,0,0.69350004196167
"96",4571,2,"title7","Conservative","Conservative","Conservative","Mathis v. John Morden Buick","Coffey, John Louis","7",1982,"Reagan","Male","Republican",0.25,1922,"White","Experienced","White",1998,0,0,0.00100000202655792
"97",4571,1,"title7","Conservative","Conservative","Conservative","Mathis v. John Morden Buick","Eschbach, Jesse Ernest","7",1981,"Reagan","Male","Republican",0.375,1920,"White","No experience","White",1998,0,0,0.126000002026558
"98",4668,2,"title7","Liberal","Liberal","Conservative","Witt v. Roadway Express","Ebel, David M.","10",1988,"Reagan","Male","Republican",0.514999985694885,1940,"White","No experience","White",1998,0,0,0.267749965190887
"99",4668,1,"title7","Liberal","Liberal","Conservative","Witt v. Roadway Express","Anderson, Stephen Hale","10",1985,"Reagan","Male","Republican",0.441500008106232,1932,"White","No experience","White",1998,0,0,0.194250002503395
"100",4689,2,"title7","Conservative","Conservative","Conservative","Jones v. Bessemer Carraway Med Ctr","Hull, Frank M.","11",1997,"Clinton","Female","Democrat",-0.189999997615814,1948,"White","Experienced","White",1998,1,0,0.557500004768372
"101",4689,3,"title7","Conservative","Conservative","Conservative","Jones v. Bessemer Carraway Med Ctr","Clark, Thomas Alonzo","11",1979,"Carter","Male","Democrat",-0.136000007390976,1920,"White","No experience","White",1998,1,0,0.503499984741211
"102",4515,2,"title7","Liberal","Liberal","Conservative","U.S. v. City of Warren","Daughtrey, Martha Craig","6",1993,"Clinton","Female","Democrat",-0.266499996185303,1942,"White","Experienced","White",1998,1,0,0.039000004529953
"103",4515,1,"title7","Liberal","Conservative","Conservative","U.S. v. City of Warren","Contie, Leroy John Jr.","6",1982,"Reagan","Male","Republican",0.566999971866608,1920,"White","Experienced","White",1998,1,0,0.79449999332428
"104",4629,2,"title7","Liberal","Liberal","Conservative","McCullough v. Real Foods","Gibson, Floyd Robert","8",1965,"Johnson","Male","Democrat",-0.312999993562698,1910,"White","Experienced","White",1998,0,0,0.459999978542328
"105",4629,1,"title7","Liberal","Liberal","Conservative","McCullough v. Real Foods","McMillian, Theodore","8",1978,"Carter","Male","Democrat",-0.368999987840652,1919,"Black","No experience","Minority",1998,0,0,0.515999972820282
"106",4628,2,"title7","Liberal","Liberal","Conservative","White v. Honeywell","Loken, James B.","8",1990,"Bush I","Male","Republican",0.124499998986721,1940,"White","No experience","White",1998,0,0,0.0225000008940697
"107",4628,1,"title7","Liberal","Liberal","Conservative","White v. Honeywell","Arnold, Richard Sheppard","8",1980,"Carter","Male","Democrat",-0.280499994754791,1936,"White","Experienced","White",1998,0,0,0.427500009536743
"108",4688,2,"title7","Liberal","Liberal","Conservative","Wideman v. Wal-Mart Stores, Inc.","Kravitch, Phyllis A.","11",1979,"Carter","Female","Democrat",-0.025000000372529,1920,"White","No experience","White",1998,1,0,0.392500013113022
"109",4688,3,"title7","Liberal","Liberal","Conservative","Wideman v. Wal-Mart Stores, Inc.","Mills, Richard Henry","11",1985,"Reagan","Male","Republican",0.523000001907349,1929,"White","No experience","White",1998,1,0,0.155499994754791
"110",4570,2,"title7","Liberal","Liberal","Conservative","Johnson v. Bodine Elect","Wood, Diane Pamela","7",1995,"Clinton","Female","Democrat",-0.400999993085861,1950,"White","No experience","White",1998,1,0,0.649999976158142
"111",4570,3,"title7","Liberal","Liberal","Conservative","Johnson v. Bodine Elect","Evans, Terence Thomas","7",1995,"Clinton","Male","Democrat",-0.43299999833107,1940,"White","Experienced","White",1998,1,0,0.681999981403351
"112",4569,1,"title7","Liberal","Liberal","Liberal","Collins v. Kibort","Cummings, Walter Joseph","7",1966,"Johnson","Male","Democrat",-0.623000025749207,1916,"White","No experience","White",1998,0,0,0.87200003862381
"113",4569,2,"title7","Liberal","Liberal","Liberal","Collins v. Kibort","Cudahy, Richard Dickson","7",1979,"Carter","Male","Democrat",-0.381999999284744,1926,"White","No experience","White",1998,0,0,0.630999982357025
"114",4429,1,"title7","Liberal","Liberal","Conservative","Wilson v. Fairchild Republic Co","Newman, Jon Ormond","2",1979,"Carter","Male","Democrat",-0.34400001168251,1932,"White","Experienced","White",1998,0,0,0.00300002098083496
"115",4429,2,"title7","Liberal","Liberal","Conservative","Wilson v. Fairchild Republic Co","Altimari, Frank X.","2",1985,"Reagan","Male","Republican",0.145999997854233,1928,"White","Experienced","White",1998,0,0,0.486999988555908
"116",4460,3,"title7","Conservative","Conservative","Conservative","Dowe v. Total Action Against Poverty","Traxler, William Byrd Jr. (DSC)","4",1992,"Bush I","Male","Republican",0.416999995708466,1948,"White","No experience","White",1998,1,1,0.16049998998642
"117",4460,1,"title7","Conservative","Conservative","Conservative","Dowe v. Total Action Against Poverty","Luttig, J. Michael","4",1991,"Bush I","Male","Republican",0.25,1954,"White","No experience","White",1998,1,1,0.0065000057220459
"118",4687,1,"title7","Liberal","Liberal","Conservative","Ross v. Rhodes Furniture","Anderson, R[obert] Lanier III","11",1979,"Carter","Male","Democrat",-0.025000000372529,1936,"White","No experience","White",1998,0,0,0.392500013113022
"119",4687,2,"title7","Liberal","Liberal","Conservative","Ross v. Rhodes Furniture","Birch, Stanley F. Jr.","11",1990,"Bush I","Male","Republican",0.524999976158142,1945,"White","No experience","White",1998,0,0,0.157499969005585
"120",4568,3,"title7","Conservative","Conservative","Conservative","Payne v. Milwaukee Cty","Wood, Diane Pamela","7",1995,"Clinton","Female","Democrat",-0.400999993085861,1950,"White","No experience","White",1998,1,0,0.649999976158142
"121",4568,2,"title7","Conservative","Conservative","Conservative","Payne v. Milwaukee Cty","Kanne, Michael Stephen","7",1987,"Reagan","Male","Republican",0.375,1938,"White","Experienced","White",1998,1,0,0.126000002026558
"122",4713,3,"title7","Conservative","Conservative","Liberal","Webb v. D.C.","Garland, Merrick B.","DC",1997,"Clinton","Male","Democrat",-0.441000014543533,1952,"White","No experience","White",1998,1,1,0.968999981880188
"123",4713,2,"title7","Conservative","Conservative","Liberal","Webb v. D.C.","Williams, Stephen Fain","DC",1986,"Reagan","Male","Republican",0.566999971866608,1936,"White","No experience","White",1998,1,1,0.0389999747276306
"124",4567,1,"title7","Conservative","Conservative","Conservative","Crim v. Bd. Of Ed.","Flaum, Joel Martin","7",1983,"Reagan","Male","Republican",0.00600000005215406,1936,"White","Experienced","White",1998,1,0,0.243000000715256
"125",4567,3,"title7","Conservative","Conservative","Conservative","Crim v. Bd. Of Ed.","Rovner, Ilana Kara Diamond","7",1992,"Bush I","Female","Republican",0.524999976158142,1938,"White","Experienced","White",1998,1,0,0.275999963283539
"126",4459,2,"title7","Conservative","Conservative","Conservative","Gillins v. Berkeley Elec Coop","Niemeyer, Paul Victor","4",1990,"Bush I","Male","Republican",0.524999976158142,1941,"White","No experience","White",1998,0,0,0.268499970436096
"127",4459,3,"title7","Conservative","Conservative","Conservative","Gillins v. Berkeley Elec Coop","Broadwater, W. Craig","4",1996,"Clinton","Male","Democrat",-0.476999998092651,1950,"White","Experienced","White",1998,0,0,0.733500003814697
